2552899,2594715
2556200,2597224
2577099,2599357
2567499,2601416
2571499,2603372
2574900,2605263
2575900,2607136
2584499,2609000
2588499,2610960
2586700,2613076
2591099,2615301
2581700,2617632
2580900,2619886
2583300,2621950
2577299,2623803
2564400,2625353
2586199,2626390
2578599,2627191
2582999,2627782
2599899,2628261
2597599,2628923
2603600,2629827
2602299,2631047
2628700,2632535
2627100,2634595
2650099,2637226
2644599,2640649
2641399,2644725
2631900,2649208
2632399,2653736
2640700,2658085
2655099,2662235
2663100,2666346
2667800,2670546
2667499,2674891
2656599,2679320
2665100,2683579
2681999,2687644
2671700,2691706
2670300,2695647
2675800,2699355
2675100,2702841
2671900,2706077
2673199,2708993
2678699,2711579
2668600,2713916
2687699,2715894
2704699,2717760
2716099,2719851
2734200,2722417
2739200,2725730
2745399,2729835
2741199,2734681
2761200,2740018
2779200,2745882
2769699,2752387
2796100,2759267
2791400,2766638
2804100,2774308
2826900,2782229
2832900,2790553
2831800,2799259
2832999,2808148
2865800,2817002
2846799,2826068
2817599,2835022
2819000,2843198
2815800,2850319
2754500,2856246
2639300,2860122
2691300,2860151
2676700,2856818
2576299,2850589
2615000,2840707
2653399,2828045
2659999,2814067
2695899,2799878
2730300,2786720
2731100,2775687
2714000,2767151
2700499,2760835
2703999,2756229
2747099,2752994
2779000,2751453
2744300,2751987
2716500,2753982
2676999,2756558
2690799,2758653
2721899,2760027
2728800,2761080
2727800,2762103
2741000,2763201
2788700,2764589
2785199,2766981
2767199,2770469
2753000,2774652
2750000,2779003
2741999,2783165
2704900,2786827
2709499,2789335
2704300,2790587
2636700,2790606
2580499,2788600
2651099,2783724
2606000,2777074
2598299,2768787
2631499,2759165
2574699,2749133
2607700,2738478
2635599,2727831
2656400,2718009
2597200,2709700
2610000,2702279
2651500,2695662
2637600,2690382
2659299,2686363
2651500,2683776
2673300,2682429
2701900,2682404
2703899,2683967
2688900,2687025
2666100,2691085
2665699,2695415
2629799,2699590
2636299,2702863
2663100,2705073
2665599,2706631
2645100,2707811
2649800,2708478
2632000,2708706
2626200,2708327
2660199,2707273
2669200,2706105
2669200,2705222
2694999,2704777
2720199,2705161
2728500,2706787
2729799,2709768
2711000,2713954
2722400,2718794
2720099,2724054
2713300,2729463
2733700,2734702
2726100,2739871
2733600,2744835
2728000,2749599
2721500,2754046
2690199,2758009
2726100,2760980
2709400,2763339
2736000,2765054
2749000,2766556
2750999,2768223
2774000,2770207
2773699,2772836
2781899,2776129
2785600,2780077
2789199,2784587
2780299,2789531
2787300,2794597
2771299,2799659
2765599,2804361
2754999,2808446
2759700,2811672
2742400,2814068
2747400,2815474
2710000,2816004
2715999,2815284
2693499,2813416
2708899,2810303
2712799,2806331
2718599,2801895
2709000,2797376
2731100,2792884
2754199,2788848
2779000,2785781
2789000,2784176
2768600,2784222
2793700,2785496
2795899,2787995
2793399,2791544
2804699,2795836
2810600,2800739
2800000,2806122
2796800,2811635
2802000,2816983
2816099,2822054
2840100,2826961
2833400,2832044
2814200,2837257
2799500,2842223
2813300,2846532
2808599,2850228
2823900,2853287
2836000,2855955
2846400,2858526
2855799,2861252
2854600,2864322
2850700,2867713
2831599,2871273
2820999,2874591
2839000,2877325
2817799,2879617
2840600,2881247
2850600,2882512
2856699,2883709
2863400,2885049
2861699,2886683
2857900,2888595
2875100,2890660
2897800,2893021
2899200,2895986
2914800,2899584
2902999,2903917
2903099,2908703
2898099,2913692
2890300,2918607
2881600,2923153
2875999,2927059
2880999,2930158
2890500,2932507
2891200,2934331
2908300,2935780
2908799,2937196
2893399,2938718
2909100,2940156
2912200,2941648
2935800,2943264
2919899,2945333
2910199,2947678
2907500,2950020
2898799,2952170
2906899,2953912
2907199,2955296
2917300,2956372
2915600,2957333
2917200,2958236
2894400,2959130
2878200,2959699
2878200,2959618
2874000,2958831
2783000,2957357
2721699,2954019
2759500,2947743
2744000,2939083
2803999,2928473
2804499,2917372
2763999,2906640
2762499,2896195
2750099,2886109
2736100,2876333
2653200,2866746
2700799,2856221
2653300,2845234
2638600,2833506
2677700,2820979
2706299,2808469
2735100,2796906
2718900,2787149
2733899,2779246
2751199,2773312
2810100,2769465
2805000,2768372
2777600,2769893
2725699,2773213
2720600,2776955
2702000,2780330
2730200,2782715
2737299,2784326
2690999,2785426
2641199,2785523
2650199,2783832
2632499,2780403
2675000,2775276
2684000,2769371
2745800,2763402
2739799,2758664
2756500,2755540
2793000,2754285
2702500,2755303
2698400,2757163
2635699,2759058
2640700,2759695
2641299,2758734
2654600,2756242
2653700,2752672
2604699,2748399
2553599,2743046
2550800,2735950
2512600,2727117
2471700,2716349
2407000,2703386
2343400,2687663
2461799,2668615
2480700,2648402
2477500,2628650
2499199,2610266
2501800,2594054
2442099,2580358
2523900,2568341
2543799,2558763
2567700,2552033
2579699,2548392
2588800,2547761
2589800,2549847
2573999,2554142
2603500,2559841
2609799,2566737
2629600,2574562
2664600,2583241
2628600,2593000
2634099,2603141
2635499,2613246
2657800,2623008
2637600,2632513
2634099,2641403
2675800,2649432
2699300,2657084
2700599,2664843
2719600,2672817
2731000,2681190
2727399,2690036
2701399,2699148
2704699,2707904
2706199,2716002
2741000,2723300
2749900,2730228
2743799,2737048
2773699,2743709
2778499,2750548
2784100,2757656
2774200,2765021
2791400,2772360
2795200,2779695
2793199,2786983
2792000,2794079
2786799,2800826
2804200,2807035
2793999,2812852
2790199,2818162
2773300,2822855
2750099,2826661
2744599,2829194
2784399,2830345
2794899,2830795
2813400,2831073
2811600,2831696
2813100,2832815
2823299,2834444
2823999,2836646
2815500,2839350
2847300,2842299
2792499,2845762
2790400,2848949
2811199,2851488
2796499,2853557
2807099,2855048
2824800,2856123
2858299,2857145
2859700,2858739
2864200,2861099
2871800,2864247
2885700,2868153
2887900,2872845
2873100,2878195
2882900,2883770
2882100,2889414
2901600,2894952
2899699,2900519
2901600,2906056
2894500,2911494
2900200,2916637
2902700,2921448
2928800,2925919
2922300,2930399
2920500,2934879
2934100,2939270
2938699,2943678
2940199,2948148
2918100,2952648
2911799,2956784
2940299,2960289
2928199,2963482
2879299,2966319
2875299,2968099
2866600,2968583
2880999,2967706
2808599,2965833
2833999,2962250
2850600,2957302
2876999,2951619
2858399,2946026
2839499,2940687
2865100,2935461
2856300,2930719
2821400,2926493
2827800,2922296
2801499,2918071
2782699,2913473
2790300,2908204
2752699,2902402
2745700,2895740
2805300,2888191
2829600,2880814
2848000,2874489
2876500,2869816
2889700,2867319
2888999,2867164
2883900,2869108
2895799,2872669
2892600,2877536
2893700,2883279
2923999,2889520
2930599,2896366
2958600,2903768
2940000,2911923
2936399,2920431
2907600,2928905
2904699,2936648
2915000,2943303
2930000,2948906
2956599,2953737
2964300,2958327
2988000,2962984
2984600,2968108
2968200,2973690
2971899,2979361
2986100,2984923
2993099,2990424
3006500,2995908
3007500,3001507
2997099,3007196
2977400,3012725
2988299,3017653
2971700,3021952
2979000,3025394
3000300,3028048
3014399,3030310
3000000,3032571
3020099,3034764
3014600,3037133
3007200,3039645
2974300,3042131
2948399,3044021
2926200,3044757
2838200,3043925
2878000,3040315
2879700,3034397
2936199,3026771
2916200,3018837
2880999,3011067
2925500,3003277
2839000,2996149
2846500,2988754
2888499,2980957
2923299,2973452
2900900,2967089
2924500,2961859
2923600,2958028
2848499,2955569
2880000,2953254
2868699,2951025
2888900,2948696
2925799,2946518
2924500,2945128
2907400,2944695
2940399,2944936
2978200,2946109
2980500,2948715
2982000,2952771
2981300,2958060
3002500,2964237
3012900,2971247
3010899,2978992
3001600,2987189
3009200,2995407
3010999,3003442
3010800,3011137
2982800,3018353
2982100,3024591
2958700,3029672
2976199,3033263
2970000,3035616
2954000,3036880
2967700,3037022
2932399,3036375
2880600,3034697
2904200,3031319
2943499,3026569
2930800,3021386
2885300,3016122
2912699,3010383
2932399,3004547
2962800,2999146
2959500,2994860
2988800,2991852
2984000,2990488
2992800,2990659
2979700,2992239
2999900,2994776
2990099,2998195
2998799,3002150
3003699,3006484
3015999,3011081
3032999,3015961
3032099,3021262
3041400,3026896
3033300,3032833
3061399,3038820
3073699,3045052
3070299,3051660
3071000,3058507
3081799,3065415
3089400,3072354
3083499,3079311
3089999,3086091
3091000,3092633
3095499,3098858
3117900,3104748
3120200,3110571
3119299,3116398
3107699,3122164
3102700,3127607
3109600,3132510
3133699,3136878
3140800,3141059
3154799,3145262
3143100,3149715
3116400,3154257
3095499,3158369
3114600,3161538
3120200,3163889
3148700,3165623
3138799,3167283
3135299,3168948
3144199,3170588
3171299,3172297
3173200,3174466
3195000,3177190
3195700,3180710
3195900,3184980
3209000,3189825
3207300,3195206
3212200,3200929
3212300,3206851
3229400,3212796
3228600,3218840
3210799,3224897
3218600,3230592
3248700,3235844
3224099,3241018
3236400,3245858
3227299,3250406
3244500,3254525
3266500,3258398
3257099,3262386
3279500,3266436
3274499,3270780
3281900,3275341
3309199,3280099
3319500,3285333
3313000,3291160
3313400,3297378
3317200,3303765
3287700,3310164
3235000,3315999
3268900,3320280
3266199,3323208
3276799,3324955
3217299,3325874
3241200,3325383
3290599,3323779
3328600,3322049
3339800,3321179
3322000,3321649
3346800,3323242
3352600,3326049
3374199,3329983
3370600,3335096
3376000,3341123
3367300,3347815
3383400,3354754
3369500,3361849
3334800,3368737
3224200,3374705
3126499,3377949
3114999,3376663
2975100,3370540
2962600,3358194
3090900,3339881
3002400,3318567
3128600,3294945
3024600,3271788
2974599,3249086
2742300,3226441
2884199,3200725
2743599,3173425
2481099,3143709
2693199,3108236
2398499,3069918
2528000,3026611
2399999,2980600
2405100,2931992
2288000,2881979
2229500,2830285
2431500,2776933
2467900,2725814
2611999,2679524
2534199,2641309
2616500,2610966
2577500,2589014
2461500,2574314
2518300,2563958
2481899,2557045
2648599,2552254
2651300,2551155
2740299,2553969
2781999,2561515
2756599,2574010
2837899,2590360
2777600,2610499
2790999,2632738
2866399,2655928
2815899,2680163
2730400,2704263
2790999,2726173
2790799,2745836
2829699,2763215
2870499,2778902
2857300,2793733
2932099,2807793
2904800,2822100
2827900,2836468
2835699,2849527
2861900,2860792
2842500,2870489
2876800,2878499
2924400,2885375
2924999,2892083
2866700,2898979
2815999,2905279
2849700,2909928
2862800,2913102
2949999,2915198
2919700,2917738
2969300,2920852
2948800,2925201
2954400,2930555
2990799,2936695
3035299,2943848
3029699,2952498
3043200,2962448
3055500,2973494
3080799,2985415
3121800,2998181
3113599,3012056
3193400,3026686
3231999,3042735
3207900,3060600
3189999,3079612
3006099,3098813
3042099,3114898
3070499,3127149
3129599,3135960
3116599,3142642
3117800,3147761
3086400,3151731
3106199,3154401
3120500,3156133
3040900,3157386
3073499,3157282
3000499,3156106
3044600,3153099
3083600,3148858
3105199,3144402
3122299,3140565
3170499,3137928
3137799,3137312
3161800,3138347
3143800,3140992
3175899,3144719
3148399,3149551
3189200,3154885
3218500,3160891
3207900,3167867
3217200,3175554
3243200,3183771
3250099,3192614
3268599,3202001
3229599,3211950
3208800,3221696
3232199,3230515
3211699,3238417
3251200,3245115
3239600,3251106
3265200,3256442
3287900,3261520
3300600,3266790
3321100,3272523
3343299,3278981
3345699,3286397
3355700,3294669
3328000,3303662
3374400,3312701
3368300,3322010
3368400,3331415
3379099,3340694
3386399,3349782
3372300,3358644
3382800,3366968
3394800,3374721
3429200,3382018
3441200,3389338
3475699,3396938
3483300,3405262
3505799,3414385
3493100,3424415
3526000,3434952
3577000,3446061
3453900,3458227
3425700,3469627
3332100,3479055
3397900,3484829
3338900,3487551
3340600,3487001
3384600,3483564
3401700,3478458
3388200,3472734
3358400,3466829
3306500,3460648
3269700,3453570
3303000,3445054
3226399,3435651
3235000,3424767
3287299,3412638
3341900,3400437
3323700,3389597
3348900,3380455
3370400,3373431
3338399,3368827
3397600,3366068
3349300,3365533
3407600,3366406
3437800,3368950
3468499,3373421
3524300,3380019
3501300,3389218
3479300,3400407
3474999,3412595
3472900,3424988
3420100,3436997
3433800,3447505
3427300,3456278
3446100,3463215
3457800,3468678
3393900,3473098
3382200,3475851
3266600,3476716
3299800,3474235
3265399,3468755
3302000,3460407
3360299,3450265
3435400,3439984
3502400,3431481
3501600,3426397
3545599,3425048
3540400,3427716
3566699,3433872
3532100,3443092
3581000,3454158
3625700,3466808
3606200,3481122
3562800,3496413
3577800,3511434
3553300,3525680
3574600,3538481
3632200,3549847
3626600,3560589
3636699,3570892
3620600,3580885
3660199,3590309
3667900,3599539
3666900,3608723
3698500,3617785
3690900,3627007
3701699,3636247
3668500,3645455
3667300,3654028
3663000,3661658
3646600,3668171
3695899,3673322
3701699,3677789
3722400,3681954
3691800,3686243
3678600,3690345
3672399,3693926
3675699,3696785
3690000,3698936
3721700,3700638
3714599,3702466
3719900,3704519
3738800,3706857
3687899,3709692
3713300,3712314
3735500,3714767
3790999,3717352
3812600,3720881
3786900,3725801
3787700,3731694
3797900,3738187
3784599,3745081
3757000,3751951
3786500,3758144
3838900,3763785
3842400,3769610
3828800,3775856
3843899,3782291
3837900,3788910
3744100,3795505
3776300,3800635
3700700,3804264
3762300,3805498
3815500,3805102
3818500,3804327
3861900,3803793
3877100,3804332
3905100,3806351
3902500,3810171
3900799,3815593
3907100,3822214
3926400,3829686
3923000,3837887
3923900,3846489
3907199,3855177
3900300,3863452
3870300,3870946
3875000,3877097
3917700,3881822
3823300,3885778
3803600,3888017
3895799,3888099
3865400,3887373
3814200,3886096
3767000,3883795
3836300,3879836
3817200,3875176
3871700,3870109
3895799,3865622
3935300,3862438
3940599,3861262
3964099,3862208
3959100,3865339
3972600,3870268
3914800,3876694
3894800,3883411
3925899,3889513
3894999,3895019
3875200,3899508
3897000,3902609
3959800,3904602
3957800,3906556
3947300,3908856
3963299,3911452
